Unnamed: 0,primaryLanguage,description,hasWikiEnabled,stargazerCount,pull_request_files,issue_files,nameWithOwner,owner,issue_files_to_str,pull_request_files_to_str,Summary,repo_name,pr_file,Additional context,Steps to reproduce,Related issues,Screenshot,Expected/Actual behavior,Type,Environment,Log,Severity,Documentation and Testing,repo_name.1,pr_file.1,Supporting Information,Collaboration and Review,Submission Guidelines and Formatting,Issue/Problem Description,Debugging Information,Greeting and Introduction,Proposed Solutions and Suggestions,References,Impact Assessment
54,Rust,"Build smaller, faster, and more secure desktop applications with a web frontend.",False,63142,['PULL_REQUEST_TEMPLATE.md'],['docs_report.md'],tauri-apps/tauri,tauri-apps,,,0.0558543726801872,tauri-apps/tauri,PULL_REQUEST_TEMPLATE.md,0.3696531355381012,0.1212467551231384,0.1885600388050079,0.0367605574429035,0.0652864798903465,0.0566684305667877,0.0241410266607999,0.0408699661493301,0.040959145873785,0.0293807499110698,tauri-apps/tauri,PULL_REQUEST_TEMPLATE.md,0.451975017786026,0.0916924253106117,0.0624591149389743,0.0816078931093216,0.0295309852808713,0.0297751873731613,0.0666176676750183,0.1099322214722633,0.0470286831259727
8930,Rust,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",False,36256,['pull_request_template.md'],"['bug_report.md', 'sprint_issue.md']",meilisearch/meilisearch,meilisearch,,,0.0262606292963027,meilisearch/meilisearch,pull_request_template.md,0.2816126346588135,0.0670565292239189,0.5160306692123413,0.0178215913474559,0.0247287843376398,0.0363261550664901,0.0068884547799825,0.0162328537553548,0.0070417281240224,0.0368080735206604,meilisearch/meilisearch,pull_request_template.md,0.2113287299871444,0.1027804687619209,0.0457209087908268,0.2196070402860641,0.0348841287195682,0.0782182514667511,0.143593817949295,0.0839565619826316,0.043102066963911
29060,Rust,No Nonsense Neovim Client in Rust,False,10070,['PULL_REQUEST_TEMPLATE.yml'],"['bug_report.md', 'feature_request.md']",neovide/neovide,neovide,,,0.0905788242816925,neovide/neovide,PULL_REQUEST_TEMPLATE.yml,0.4262742698192596,0.0882628560066223,0.1216340884566307,0.0427673682570457,0.0960429012775421,0.046675581485033,0.0165695082396268,0.0377845652401447,0.0334100723266601,0.0334469825029373,neovide/neovide,PULL_REQUEST_TEMPLATE.yml,0.2768458724021911,0.0635180920362472,0.0250154323875904,0.1050320342183113,0.0428782515227794,0.0429300405085086,0.2758828103542328,0.0902783572673797,0.0441720895469188
29061,Rust,The next gen ls command,False,9802,['PULL_REQUEST_TEMPLATE'],['bug_report.md'],lsd-rs/lsd,lsd-rs,,,0.0471360832452774,lsd-rs/lsd,PULL_REQUEST_TEMPLATE,0.193734586238861,0.2749286890029907,0.1836501657962799,0.022860862314701,0.1239382103085517,0.0549105182290077,0.024668538942933,0.0381716713309288,0.0360006876289844,0.2195051908493042,lsd-rs/lsd,PULL_REQUEST_TEMPLATE,0.3750737607479095,0.03412726521492,0.015681717544794,0.0377824902534484,0.0396242327988147,0.0362673513591289,0.1121270135045051,0.1100638508796691,0.0197471361607313
