Unnamed: 0,primaryLanguage,description,hasWikiEnabled,stargazerCount,pull_request_files,issue_files,nameWithOwner,owner,issue_files_to_str,pull_request_files_to_str,Summary,repo_name,pr_file,Additional context,Steps to reproduce,Related issues,Screenshot,Expected/Actual behavior,Type,Environment,Log,Severity,Documentation and Testing,repo_name.1,pr_file.1,Supporting Information,Collaboration and Review,Submission Guidelines and Formatting,Issue/Problem Description,Debugging Information,Greeting and Introduction,Proposed Solutions and Suggestions,References,Impact Assessment
9387,SCSS,Beautiful static documentation for your API,True,35144,['PULL_REQUEST_TEMPLATE.md'],['bug.md'],slatedocs/slate,slatedocs,,,0.0803885012865066,slatedocs/slate,PULL_REQUEST_TEMPLATE.md,0.2666332125663757,0.0873777791857719,0.3655607104301452,0.0460093505680561,0.0464133396744728,0.0305212289094924,0.0178573280572891,0.0347619466483593,0.0244765672832727,0.0320069082081317,slatedocs/slate,PULL_REQUEST_TEMPLATE.md,0.5163145661354065,0.0586301609873771,0.0716138109564781,0.0328850634396076,0.028632529079914,0.0296869780868291,0.0873840972781181,0.084252156317234,0.0585937872529029
