Unnamed: 0,primaryLanguage,nameWithOwner,owner,Related issues,repo_name,issue_file,Additional context,Steps to reproduce,Expected/Actual behavior,Type,Screenshot,Log,Summary,Severity,Environment,Documentation and Testing,repo_name.1,issue_file.1,Supporting Information,Issue/Problem Description,Proposed Solutions and Suggestions,References,Impact Assessment,Submission Guidelines and Formatting,Collaboration and Review,Debugging Information,Greeting and Introduction
39,TypeScript,microsoft/vscode,microsoft,0.1060704886913299,microsoft/vscode,bug_report.md,0.0926608294248581,0.6465432047843933,0.0245461165904998,0.0193050540983676,0.0170119125396013,0.0234498921781778,0.0351889468729496,0.0265551470220088,0.0086683947592973,0.089653879404068,microsoft/vscode,bug_report.md,0.199150875210762,0.1083347499370575,0.0953314006328582,0.0657865330576896,0.068593606352806,0.1858714520931244,0.0685383528470993,0.0592944957315921,0.0594446547329425
40,TypeScript,microsoft/vscode,microsoft,0.1590975672006607,microsoft/vscode,feature_request.md,0.3336526751518249,0.1162626668810844,0.1183762401342392,0.0544625595211982,0.0256252028048038,0.0469551645219326,0.0840984061360359,0.03727413341403,0.0241953786462545,0.0461745150387287,microsoft/vscode,feature_request.md,0.2708964943885803,0.1524109542369842,0.1799056082963943,0.0969214588403701,0.0432316921651363,0.0837765783071518,0.0429670736193656,0.0345072597265243,0.0492084324359893
348,TypeScript,microsoft/TypeScript,microsoft,0.1695962995290756,microsoft/TypeScript,Bug_report.md,0.2128383219242096,0.0344500951468944,0.3243757784366607,0.0835435315966606,0.0275210700929164,0.0431838184595108,0.0410430394113063,0.0339150168001651,0.0295329894870519,0.0588840059936046,microsoft/TypeScript,Bug_report.md,0.3164475858211517,0.1160343736410141,0.1005577519536018,0.1157557144761085,0.0622584596276283,0.0563967823982238,0.0576725751161575,0.0637839213013649,0.0522088222205638
349,TypeScript,microsoft/TypeScript,microsoft,0.1532890051603317,microsoft/TypeScript,Feature_request.md,0.2752535045146942,0.0486322008073329,0.0384286157786846,0.0587498396635055,0.0151165258139371,0.1179166585206985,0.2630619704723358,0.0138809205964207,0.015670821070671,0.0345616117119789,microsoft/TypeScript,Feature_request.md,0.2404499053955078,0.1383592784404754,0.2577758729457855,0.0729848146438598,0.0541312210261821,0.0501560345292091,0.056737370789051,0.0448578409850597,0.0499861054122448
350,TypeScript,microsoft/TypeScript,microsoft,0.1913936883211136,microsoft/TypeScript,lib_change.md,0.1627210080623626,0.1251181960105896,0.093885064125061,0.0977542027831077,0.0659159123897552,0.0516525767743587,0.0831681042909622,0.0736227259039878,0.0547685548663139,0.1031714081764221,microsoft/TypeScript,lib_change.md,0.1607474386692047,0.1382746398448944,0.1076521351933479,0.1236576586961746,0.0741273313760757,0.0594559945166111,0.0930838584899902,0.0751575231552124,0.064672015607357
351,TypeScript,microsoft/TypeScript,microsoft,0.4030894339084625,microsoft/TypeScript,types-not-correct-in-with-callback.md,0.2193821370601654,0.025363203138113,0.0675465166568756,0.1437762528657913,0.015355291776359,0.0434834659099578,0.0297590792179107,0.0320419073104858,0.0202027689665555,0.0447766073048114,microsoft/TypeScript,types-not-correct-in-with-callback.md,0.2840999662876129,0.1740002632141113,0.070167526602745,0.1484014093875885,0.0485753752291202,0.0327990874648094,0.0334270074963569,0.1408895552158355,0.0228631626814603
314702,TypeScript,coder/code-server,coder,0.1132431179285049,coder/code-server,doc.md,0.230859488248825,0.1677993983030319,0.0668485015630722,0.0926780998706817,0.0520892925560474,0.0596252270042896,0.0867493599653244,0.0799651890993118,0.050142329186201,0.0884520858526229,coder/code-server,doc.md,0.1146743968129158,0.0375710166990757,0.409479945898056,0.045747309923172,0.0473165586590766,0.0454420484602451,0.1231012716889381,0.0460637249052524,0.0421517118811607
314703,TypeScript,coder/code-server,coder,0.2157804369926452,coder/code-server,feature-request.md,0.2068369835615158,0.0888614654541015,0.0537999160587787,0.0765493437647819,0.0302591435611248,0.0512387864291667,0.1394454091787338,0.0856070667505264,0.0516214370727539,0.0366154015064239,coder/code-server,feature-request.md,0.2009690403938293,0.0541650839149951,0.4313915371894836,0.089784063398838,0.0324016101658344,0.0327809788286685,0.0394801571965217,0.0412514060735702,0.0411608256399631
371826,TypeScript,reduxjs/redux,reduxjs,0.16423399746418,reduxjs/redux,documentation-edit.md,0.3197510838508606,0.107390396296978,0.0784352049231529,0.0980310514569282,0.053134299814701,0.0633371248841285,0.0426236763596534,0.0476732887327671,0.0253898501396179,0.1132243052124977,reduxjs/redux,documentation-edit.md,0.1427270472049713,0.2793589532375335,0.1753866076469421,0.0719355791807174,0.0508710443973541,0.0329173877835273,0.0558305419981479,0.0487869642674922,0.0289615876972675
371827,TypeScript,reduxjs/redux,reduxjs,0.1256328374147415,reduxjs/redux,documentation-new.md,0.2350646406412124,0.1074524596333503,0.1129646226763725,0.163509726524353,0.0436238013207912,0.0763010829687118,0.0834221988916397,0.0294821746647357,0.0225465670228004,0.1592031717300415,reduxjs/redux,documentation-new.md,0.1523995101451873,0.0808426439762115,0.1408385634422302,0.1160056516528129,0.0702973082661628,0.0505863279104232,0.1076233759522438,0.0634964704513549,0.0587070025503635
