Unnamed: 0,primaryLanguage,nameWithOwner,owner,Related issues,repo_name,issue_file,Additional context,Steps to reproduce,Expected/Actual behavior,Type,Screenshot,Log,Summary,Severity,Environment,Documentation and Testing,repo_name.1,issue_file.1,Supporting Information,Issue/Problem Description,Proposed Solutions and Suggestions,References,Impact Assessment,Submission Guidelines and Formatting,Collaboration and Review,Debugging Information,Greeting and Introduction
412,C++,microsoft/terminal,microsoft,0.1023110151290893,microsoft/terminal,Documentation_Issue.md,0.4798616170883178,0.1034580245614051,0.0751563012599945,0.0677408576011657,0.0382682792842388,0.0208406914025545,0.0459351725876331,0.0433503948152065,0.0230776071548461,0.060867752879858,microsoft/terminal,Documentation_Issue.md,0.2814629971981048,0.2713301479816437,0.110579028725624,0.042912159115076,0.0598609000444412,0.0414306670427322,0.0626459941267967,0.0466866195201873,0.0222237836569547
413,C++,microsoft/terminal,microsoft,0.0873246788978576,microsoft/terminal,Feature_Request.md,0.25839763879776,0.1453628540039062,0.0580760315060615,0.1128929033875465,0.0503629334270954,0.073053240776062,0.1090652048587799,0.0606057979166507,0.0448586829006671,0.0585598871111869,microsoft/terminal,Feature_Request.md,0.1467823684215545,0.2675919532775879,0.1198834925889968,0.0777814984321594,0.0607859417796134,0.0761760920286178,0.0681233629584312,0.0568072162568569,0.0675081759691238
143336,C++,apple/swift,apple,0.2820743024349212,apple/swift,bug_report.md,0.0995089039206504,0.1587147265672683,0.1459540873765945,0.0424817651510238,0.1112076491117477,0.027213666588068,0.0375862829387187,0.0196097586303949,0.0756489336490631,0.0785578787326812,apple/swift,bug_report.md,0.1670841574668884,0.2732353210449219,0.1257381439208984,0.1280319541692733,0.0621161982417106,0.041658341884613,0.0413795113563537,0.0500505566596984,0.0321479178965091
143337,C++,apple/swift,apple,0.2273927330970764,apple/swift,feature_request.md,0.2667529582977295,0.1374569833278656,0.056232638657093,0.0767170414328575,0.0461799688637256,0.063057541847229,0.0446769520640373,0.0409740693867206,0.0405590645968914,0.0549438223242759,apple/swift,feature_request.md,0.1579155474901199,0.1783110648393631,0.1246893107891082,0.1337866187095642,0.0635545626282692,0.0773839354515075,0.1108956336975097,0.0494483448565006,0.0490712076425552
2399263,C++,grpc/grpc,grpc,0.1860611140727996,grpc/grpc,bug_report_core.md,0.1953936219215393,0.149564728140831,0.1288723349571228,0.0828067362308502,0.0463653057813644,0.0542071163654327,0.054055780172348,0.0560754090547561,0.0465979166328907,0.0934941172599792,grpc/grpc,bug_report_core.md,0.1432696133852005,0.1126821190118789,0.1081351190805435,0.0771263390779495,0.0525551363825798,0.0824424251914024,0.0718916356563568,0.2083130925893783,0.0500905029475688
2399264,C++,grpc/grpc,grpc,0.1860611140727996,grpc/grpc,bug_report_cpp.md,0.1953936219215393,0.149564728140831,0.1288723349571228,0.0828067362308502,0.0463653057813644,0.0542071163654327,0.054055780172348,0.0560754090547561,0.0465979166328907,0.0934941172599792,grpc/grpc,bug_report_cpp.md,0.1432696133852005,0.1126821190118789,0.1081351190805435,0.0771263390779495,0.0525551363825798,0.0824424251914024,0.0718916356563568,0.2083130925893783,0.0500905029475688
2399265,C++,grpc/grpc,grpc,0.1860611140727996,grpc/grpc,bug_report_csharp.md,0.1953936219215393,0.149564728140831,0.1288723349571228,0.0828067362308502,0.0463653057813644,0.0542071163654327,0.054055780172348,0.0560754090547561,0.0465979166328907,0.0934941172599792,grpc/grpc,bug_report_csharp.md,0.1432696133852005,0.1126821190118789,0.1081351190805435,0.0771263390779495,0.0525551363825798,0.0824424251914024,0.0718916356563568,0.2083130925893783,0.0500905029475688
2399266,C++,grpc/grpc,grpc,0.1860611140727996,grpc/grpc,bug_report_objc.md,0.1953936219215393,0.149564728140831,0.1288723349571228,0.0828067362308502,0.0463653057813644,0.0542071163654327,0.054055780172348,0.0560754090547561,0.0465979166328907,0.0934941172599792,grpc/grpc,bug_report_objc.md,0.1432696133852005,0.1126821190118789,0.1081351190805435,0.0771263390779495,0.0525551363825798,0.0824424251914024,0.0718916356563568,0.2083130925893783,0.0500905029475688
2399267,C++,grpc/grpc,grpc,0.1860611140727996,grpc/grpc,bug_report_php.md,0.1953936219215393,0.149564728140831,0.1288723349571228,0.0828067362308502,0.0463653057813644,0.0542071163654327,0.054055780172348,0.0560754090547561,0.0465979166328907,0.0934941172599792,grpc/grpc,bug_report_php.md,0.1432696133852005,0.1126821190118789,0.1081351190805435,0.0771263390779495,0.0525551363825798,0.0824424251914024,0.0718916356563568,0.2083130925893783,0.0500905029475688
2399268,C++,grpc/grpc,grpc,0.1860611140727996,grpc/grpc,bug_report_python.md,0.1953936219215393,0.149564728140831,0.1288723349571228,0.0828067362308502,0.0463653057813644,0.0542071163654327,0.054055780172348,0.0560754090547561,0.0465979166328907,0.0934941172599792,grpc/grpc,bug_report_python.md,0.1432696133852005,0.1126821190118789,0.1081351190805435,0.0771263390779495,0.0525551363825798,0.0824424251914024,0.0718916356563568,0.2083130925893783,0.0500905029475688
2399269,C++,grpc/grpc,grpc,0.1860611140727996,grpc/grpc,bug_report_ruby.md,0.1953936219215393,0.149564728140831,0.1288723349571228,0.0828067362308502,0.0463653057813644,0.0542071163654327,0.054055780172348,0.0560754090547561,0.0465979166328907,0.0934941172599792,grpc/grpc,bug_report_ruby.md,0.1432696133852005,0.1126821190118789,0.1081351190805435,0.0771263390779495,0.0525551363825798,0.0824424251914024,0.0718916356563568,0.2083130925893783,0.0500905029475688
2399270,C++,grpc/grpc,grpc,0.3704171478748321,grpc/grpc,cleanup_request.md,0.2149499654769897,0.0436873435974121,0.0360712856054306,0.0982167571783065,0.0307293068617582,0.0559725798666477,0.068023569881916,0.046699296683073,0.0352327264845371,0.0424995087087154,grpc/grpc,cleanup_request.md,0.2238349020481109,0.1361007690429687,0.1418028175830841,0.1560356169939041,0.051104050129652,0.0744618028402328,0.0809954777359962,0.05109553784132,0.0420693904161453
2399271,C++,grpc/grpc,grpc,0.308185338973999,grpc/grpc,feature_request_core.md,0.3133861720561981,0.060580987483263,0.0395299345254898,0.0741645544767379,0.0312664769589901,0.0478749834001064,0.0511757656931877,0.0385354273021221,0.0353003777563571,0.0536548234522342,grpc/grpc,feature_request_core.md,0.2543834745883941,0.1932551562786102,0.1230999082326889,0.1072037145495414,0.0498387552797794,0.0618060939013958,0.0548931024968624,0.0453917048871517,0.0564732179045677
2399272,C++,grpc/grpc,grpc,0.308185338973999,grpc/grpc,feature_request_cpp.md,0.3133861720561981,0.060580987483263,0.0395299345254898,0.0741645544767379,0.0312664769589901,0.0478749834001064,0.0511757656931877,0.0385354273021221,0.0353003777563571,0.0536548234522342,grpc/grpc,feature_request_cpp.md,0.2543834745883941,0.1932551562786102,0.1230999082326889,0.1072037145495414,0.0498387552797794,0.0618060939013958,0.0548931024968624,0.0453917048871517,0.0564732179045677
